method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,annealing_threshold,penalty_scaling,num_iterations,optimisation_time_in_ms,access_time_in_ms,cost,normalised_cost
annealing_quadratic,False,n/a,steinbrunn,42,STAR,8,197035,0,2,1000000,401.0,2534.0,197264,1.001162230060649
ikkbz,n/a,n/a,steinbrunn,42,STAR,9,17538111924173347596795904,n/a,n/a,n/a,0,n/a,17538111924173347596795904,1.0
dpsizelinear,n/a,n/a,steinbrunn,42,STAR,9,17538111924173347596795904,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,42,STAR,9,17538111924173347596795904,n/a,n/a,n/a,9341,n/a,19403528268459672516689920,1.1063635784941686
annealing_quadratic,False,n/a,steinbrunn,42,STAR,9,17538111924173347596795904,5.11,2,1000000,403.0,3401.0,17538111924174026201628672,1.0000000000000386
ikkbz,n/a,n/a,steinbrunn,46,STAR,0,112999174096151625771054401290055638791885946880,n/a,n/a,n/a,1,n/a,112999174096151625771054401290055638791885946880,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,0,112999174096151625771054401290055638791885946880,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,46,STAR,0,112999174096151625771054401290055638791885946880,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,46,STAR,0,112999174096151625771054401290055638791885946880,0.63,2,1000000,354.0,3922.0,113000431424099317786138208700096129155104505856,1.0000111268773224
ikkbz,n/a,n/a,steinbrunn,46,STAR,1,10164875748861171019546624,n/a,n/a,n/a,1,n/a,10164875748861171019546624,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,1,10164875748861171019546624,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,46,STAR,1,10164875748861171019546624,n/a,n/a,n/a,23211,n/a,27015278816309207485120512,2.657708710245266
annealing_quadratic,True,n/a,steinbrunn,46,STAR,1,10164875748861171019546624,0.63,2,1000000,352.0,3873.0,10165427009664821109981184,1.0000542319274008
ikkbz,n/a,n/a,steinbrunn,46,STAR,2,1278,n/a,n/a,n/a,1,n/a,1790,1.4006259780907668
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,2,1278,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,46,STAR,2,1278,n/a,n/a,n/a,60110,n/a,1278,1.0
annealing_quadratic,False,n/a,steinbrunn,46,STAR,2,1278,0.63,2,1000000,349.0,4017.0000000000005,1289,1.0086071987480438
ikkbz,n/a,n/a,steinbrunn,46,STAR,3,5889,n/a,n/a,n/a,1,n/a,5889,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,3,5889,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,46,STAR,3,5889,n/a,n/a,n/a,60084,n/a,6094,1.0348106639497368
annealing_quadratic,False,n/a,steinbrunn,46,STAR,3,5889,0,2,1000000,407.0,3548.0,6061,1.0292069960944132
ikkbz,n/a,n/a,steinbrunn,46,STAR,4,12891907222561606328123392,n/a,n/a,n/a,1,n/a,12891907222561606328123392,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,4,12891907222561606328123392,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,46,STAR,4,12891907222561606328123392,n/a,n/a,n/a,12471,n/a,12977933199385879954587648,1.0066728665773923
annealing_quadratic,False,n/a,steinbrunn,46,STAR,4,12891907222561606328123392,5.11,2,1000000,355.0,4064.0,12891907222562553368412160,1.0000000000000735
ikkbz,n/a,n/a,steinbrunn,46,STAR,5,968,n/a,n/a,n/a,1,n/a,968,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,5,968,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,46,STAR,5,968,n/a,n/a,n/a,60128,n/a,1064,1.0991735537190082
annealing_quadratic,True,n/a,steinbrunn,46,STAR,5,968,0,2,1000000,403.0,3519.0,1014,1.0475206611570247
ikkbz,n/a,n/a,steinbrunn,46,STAR,6,265,n/a,n/a,n/a,1,n/a,265,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,6,265,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,46,STAR,6,265,n/a,n/a,n/a,60128,n/a,278,1.049056603773585
annealing_quadratic,True,n/a,steinbrunn,46,STAR,6,265,0.63,2,1000000,352.0,3851.0,272,1.0264150943396226
ikkbz,n/a,n/a,steinbrunn,46,STAR,7,455006283224623744,n/a,n/a,n/a,1,n/a,455006283224623744,1.0
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,7,455006283224623744,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,46,STAR,7,455006283224623744,n/a,n/a,n/a,60048,n/a,455186927465912128,1.000397014828033
annealing_quadratic,False,n/a,steinbrunn,46,STAR,7,455006283224623744,0,2,1000000,376.0,3321.0,455006284858557760,1.0000000035910142
ikkbz,n/a,n/a,steinbrunn,46,STAR,8,272601938843277367552736881679125376562377296875356160,n/a,n/a,n/a,1,n/a,272601938843277537693920342148357108249681012759461888,1.0000000000000007
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,8,272601938843277367552736881679125376562377296875356160,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,46,STAR,8,272601938843277367552736881679125376562377296875356160,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,46,STAR,8,272601938843277367552736881679125376562377296875356160,0.63,2,1000000,362.0,3823.0,272601938843277367552736881679125376562377296875356160,1.0
ikkbz,n/a,n/a,steinbrunn,46,STAR,9,5645,n/a,n/a,n/a,1,n/a,9725,1.7227635075287866
dpsizelinear,n/a,n/a,steinbrunn,46,STAR,9,5645,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,46,STAR,9,5645,n/a,n/a,n/a,60150,n/a,5645,1.0
annealing_quadratic,False,n/a,steinbrunn,46,STAR,9,5645,5.11,2,1000000,343.0,4094.9999999999995,5755,1.0194862710363153
ikkbz,n/a,n/a,steinbrunn,50,STAR,0,2885746531834959757312,n/a,n/a,n/a,1,n/a,2885746531834959757312,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,0,2885746531834959757312,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,50,STAR,0,2885746531834959757312,n/a,n/a,n/a,41002,n/a,4108191457233714282496,1.423614794963104
annealing_quadratic,False,n/a,steinbrunn,50,STAR,0,2885746531834959757312,0.63,2,1000000,386.0,4684.0,2885746531835324137472,1.0000000000001263
ikkbz,n/a,n/a,steinbrunn,50,STAR,1,363211808620218604135335980517094882354487117793734717571795517440,n/a,n/a,n/a,1,n/a,363211808620218604135335980517094882354487117793734717571795517440,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,1,363211808620218604135335980517094882354487117793734717571795517440,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,50,STAR,1,363211808620218604135335980517094882354487117793734717571795517440,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,50,STAR,1,363211808620218604135335980517094882354487117793734717571795517440,2.55,2,1000000,342.0,4672.0,363290643749597887111692063958651417173846675491168390072068210688,1.0002170500173955
ikkbz,n/a,n/a,steinbrunn,50,STAR,2,2446,n/a,n/a,n/a,1,n/a,2446,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,2,2446,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,50,STAR,2,2446,n/a,n/a,n/a,60080,n/a,2479,1.0134914145543745
annealing_quadratic,False,n/a,steinbrunn,50,STAR,2,2446,0.63,2,1000000,354.0,4630.0,2521,1.0306623058053965
ikkbz,n/a,n/a,steinbrunn,50,STAR,3,162,n/a,n/a,n/a,1,n/a,162,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,3,162,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,50,STAR,3,162,n/a,n/a,n/a,60199,n/a,170,1.0493827160493827
annealing_quadratic,True,n/a,steinbrunn,50,STAR,3,162,0.63,2,1000000,340.0,5249.0,163,1.0061728395061729
ikkbz,n/a,n/a,steinbrunn,50,STAR,4,32935954209592406417883892823636312064,n/a,n/a,n/a,1,n/a,32935954209592406417883892823636312064,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,4,32935954209592406417883892823636312064,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,n/a,steinbrunn,50,STAR,4,32935954209592406417883892823636312064,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,50,STAR,4,32935954209592406417883892823636312064,2.55,2,1000000,345.0,4782.0,32935954210793644224864410215934590976,1.000000000036472
ikkbz,n/a,n/a,steinbrunn,50,STAR,5,15550419133480050688,n/a,n/a,n/a,1,n/a,15550419133480050688,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,5,15550419133480050688,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,50,STAR,5,15550419133480050688,n/a,n/a,n/a,24820,n/a,35308111860858306560,2.2705569256869707
annealing_quadratic,True,n/a,steinbrunn,50,STAR,5,15550419133480050688,2.55,2,1000000,347.0,5088.0,15550419134484373504,1.000000000064585
ikkbz,n/a,n/a,steinbrunn,50,STAR,6,195778,n/a,n/a,n/a,1,n/a,195778,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,6,195778,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,50,STAR,6,195778,n/a,n/a,n/a,16291,n/a,195795,1.0000868330455925
annealing_quadratic,True,n/a,steinbrunn,50,STAR,6,195778,5.11,2,1000000,352.0,4760.0,195933,1.0007917130627548
ikkbz,n/a,n/a,steinbrunn,50,STAR,7,4718,n/a,n/a,n/a,1,n/a,4718,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,7,4718,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,2,steinbrunn,50,STAR,7,4718,n/a,n/a,n/a,60051,n/a,4719,1.0002119542178889
annealing_quadratic,False,n/a,steinbrunn,50,STAR,7,4718,2.55,2,1000000,355.0,5961.0,4839,1.0256464603645612
ikkbz,n/a,n/a,steinbrunn,50,STAR,8,7715,n/a,n/a,n/a,1,n/a,7715,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,8,7715,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,50,STAR,8,7715,n/a,n/a,n/a,1560,n/a,7764,1.006351263771873
annealing_quadratic,False,n/a,steinbrunn,50,STAR,8,7715,5.11,2,1000000,356.0,4775.0,7859,1.0186649384316266
ikkbz,n/a,n/a,steinbrunn,50,STAR,9,941080100265712881288272559274750191420955426816,n/a,n/a,n/a,1,n/a,941080100265712881288272559274750191420955426816,1.0
dpsizelinear,n/a,n/a,steinbrunn,50,STAR,9,941080100265712881288272559274750191420955426816,n/a,n/a,n/a,n/a,n/a,n/a,20
milp,n/a,100,steinbrunn,50,STAR,9,941080100265712881288272559274750191420955426816,n/a,n/a,n/a,22703,n/a,941080100265713368066103046914840366154986291200,1.0000000000000004
annealing_quadratic,True,n/a,steinbrunn,50,STAR,9,941080100265712881288272559274750191420955426816,5.11,2,1000000,359.0,4773.0,942191785350281832607276162219320040154858520576,1.0011812863583611
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,0,53653073,n/a,n/a,n/a,0,n/a,53653073,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,0,53653073,n/a,n/a,n/a,0,n/a,53653073,1.0
milp,n/a,2,steinbrunn,18,CYCLE,0,53653073,n/a,n/a,n/a,1894,n/a,53653073,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,0,53653073,0,2,1000000,215.0,478.0,53653073,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,1,102066,n/a,n/a,n/a,0,n/a,4705112,20
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,1,102066,n/a,n/a,n/a,0,n/a,102066,1.0
milp,n/a,2,steinbrunn,18,CYCLE,1,102066,n/a,n/a,n/a,2678,n/a,102066,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,1,102066,0,2,1000000,215.0,475.0,102066,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,2,946236,n/a,n/a,n/a,0,n/a,140757802,20
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,2,946236,n/a,n/a,n/a,0,n/a,946236,1.0
milp,n/a,2,steinbrunn,18,CYCLE,2,946236,n/a,n/a,n/a,1447,n/a,946546,1.0003276138299537
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,2,946236,0,2,1000000,215.0,463.0,946236,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,3,188644,n/a,n/a,n/a,0,n/a,188644,1.0
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,3,188644,n/a,n/a,n/a,0,n/a,188644,1.0
milp,n/a,2,steinbrunn,18,CYCLE,3,188644,n/a,n/a,n/a,7091,n/a,188644,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,3,188644,0,2,1000000,217.0,464.0,208621,1.1058978817243061
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,4,3408071,n/a,n/a,n/a,0,n/a,6363805,1.867274772151167
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,4,3408071,n/a,n/a,n/a,0,n/a,3408071,1.0
milp,n/a,2,steinbrunn,18,CYCLE,4,3408071,n/a,n/a,n/a,8710,n/a,3408071,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,4,3408071,0,2,1000000,215.0,474.0,3408071,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,5,21452050,n/a,n/a,n/a,0,n/a,24040378,1.1206564407597408
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,5,21452050,n/a,n/a,n/a,0,n/a,21452050,1.0
milp,n/a,2,steinbrunn,18,CYCLE,5,21452050,n/a,n/a,n/a,12524,n/a,21452069,1.0000008856962388
annealing_quadratic,True,n/a,steinbrunn,18,CYCLE,5,21452050,0,2,1000000,215.0,463.0,21452050,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,6,4923102,n/a,n/a,n/a,0,n/a,20302345,4.123892822045938
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,6,4923102,n/a,n/a,n/a,0,n/a,4923102,1.0
milp,n/a,2,steinbrunn,18,CYCLE,6,4923102,n/a,n/a,n/a,2256,n/a,4923102,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,6,4923102,0,2,1000000,215.0,475.0,4923102,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,7,50273678,n/a,n/a,n/a,0,n/a,458812256,9.12629181417759
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,7,50273678,n/a,n/a,n/a,0,n/a,50273678,1.0
milp,n/a,2,steinbrunn,18,CYCLE,7,50273678,n/a,n/a,n/a,4149,n/a,50273678,1.0
annealing_quadratic,True,n/a,steinbrunn,18,CYCLE,7,50273678,0,2,1000000,215.0,470.0,50273678,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,8,162587153,n/a,n/a,n/a,0,n/a,536191772,3.297872938337262
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,8,162587153,n/a,n/a,n/a,0,n/a,162587153,1.0
milp,n/a,2,steinbrunn,18,CYCLE,8,162587153,n/a,n/a,n/a,3129,n/a,163364846,1.0047832377014436
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,8,162587153,0,2,1000000,215.0,461.0,162587153,1.0
ikkbz,n/a,n/a,steinbrunn,18,CYCLE,9,80692393,n/a,n/a,n/a,0,n/a,89800409,1.1128732915381503
dpsizelinear,n/a,n/a,steinbrunn,18,CYCLE,9,80692393,n/a,n/a,n/a,0,n/a,80692393,1.0
milp,n/a,2,steinbrunn,18,CYCLE,9,80692393,n/a,n/a,n/a,5959,n/a,80692393,1.0
annealing_quadratic,False,n/a,steinbrunn,18,CYCLE,9,80692393,2.55,2,1000000,216.0,503.0,80692393,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,0,250697355,n/a,n/a,n/a,0,n/a,250697355,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,0,250697355,n/a,n/a,n/a,0,n/a,250697355,1.0
milp,n/a,2,steinbrunn,22,CYCLE,0,250697355,n/a,n/a,n/a,10706,n/a,250698372,1.000004056684204
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,0,250697355,0,2,1000000,216.0,590.0,250697355,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,1,2159539580,n/a,n/a,n/a,0,n/a,50419022236,20
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,1,2159539580,n/a,n/a,n/a,0,n/a,2159539580,1.0
milp,n/a,2,steinbrunn,22,CYCLE,1,2159539580,n/a,n/a,n/a,21692,n/a,2159539580,1.0
annealing_quadratic,True,n/a,steinbrunn,22,CYCLE,1,2159539580,0.63,2,1000000,216.0,576.0,2159539580,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,2,39604010,n/a,n/a,n/a,0,n/a,39604010,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,2,39604010,n/a,n/a,n/a,0,n/a,39604010,1.0
milp,n/a,2,steinbrunn,22,CYCLE,2,39604010,n/a,n/a,n/a,16220,n/a,40526950,1.0233042058114823
annealing_quadratic,True,n/a,steinbrunn,22,CYCLE,2,39604010,5.11,2,1000000,245.0,657.0,40591147,1.0249251780312145
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,3,106050925,n/a,n/a,n/a,0,n/a,988940109,9.325143642075728
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,3,106050925,n/a,n/a,n/a,0,n/a,106050925,1.0
milp,n/a,2,steinbrunn,22,CYCLE,3,106050925,n/a,n/a,n/a,23004,n/a,106482806,1.0040723925793198
annealing_quadratic,True,n/a,steinbrunn,22,CYCLE,3,106050925,5.11,2,1000000,256.0,719.0,106051407,1.0000045449862884
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,4,18284385,n/a,n/a,n/a,0,n/a,18284385,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,4,18284385,n/a,n/a,n/a,0,n/a,18284385,1.0
milp,n/a,2,steinbrunn,22,CYCLE,4,18284385,n/a,n/a,n/a,3919,n/a,18284385,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,4,18284385,0,2,1000000,215.0,554.0,18284385,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,5,7953405,n/a,n/a,n/a,0,n/a,7953405,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,5,7953405,n/a,n/a,n/a,0,n/a,7953405,1.0
milp,n/a,2,steinbrunn,22,CYCLE,5,7953405,n/a,n/a,n/a,21273,n/a,7953405,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,5,7953405,0,2,1000000,215.0,551.0,7953405,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,6,1229199745,n/a,n/a,n/a,0,n/a,226640677232,20
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,6,1229199745,n/a,n/a,n/a,0,n/a,1229199745,1.0
milp,n/a,2,steinbrunn,22,CYCLE,6,1229199745,n/a,n/a,n/a,27845,n/a,1229199745,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,6,1229199745,0,2,1000000,217.0,566.0,1230375030,1.0009561383369796
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,7,2252188867,n/a,n/a,n/a,0,n/a,2617467288359,20
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,7,2252188867,n/a,n/a,n/a,0,n/a,4645211087,2.0625317685668145
milp,n/a,2,steinbrunn,22,CYCLE,7,2252188867,n/a,n/a,n/a,7964,n/a,2252188867,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,7,2252188867,0,2,1000000,216.0,575.0,2252188867,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,8,33124349,n/a,n/a,n/a,0,n/a,594032825,17.933418857529848
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,8,33124349,n/a,n/a,n/a,0,n/a,33209600,1.0025736656741542
milp,n/a,10,steinbrunn,22,CYCLE,8,33124349,n/a,n/a,n/a,4776,n/a,33124349,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,8,33124349,0,2,1000000,217.0,553.0,33124349,1.0
ikkbz,n/a,n/a,steinbrunn,22,CYCLE,9,223105669,n/a,n/a,n/a,0,n/a,223105669,1.0
dpsizelinear,n/a,n/a,steinbrunn,22,CYCLE,9,223105669,n/a,n/a,n/a,0,n/a,223105669,1.0
milp,n/a,2,steinbrunn,22,CYCLE,9,223105669,n/a,n/a,n/a,11405,n/a,223105669,1.0
annealing_quadratic,False,n/a,steinbrunn,22,CYCLE,9,223105669,0,2,1000000,217.0,561.0,223105669,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,0,19088808718,n/a,n/a,n/a,0,n/a,22969549160,1.2032992471835402
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,0,19088808718,n/a,n/a,n/a,0,n/a,22969549160,1.2032992471835402
milp,n/a,10,steinbrunn,26,CYCLE,0,19088808718,n/a,n/a,n/a,30026,n/a,19088808718,1.0
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,0,19088808718,0,2,1000000,252.0,772.0,19088808718,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,1,3205620441257,n/a,n/a,n/a,0,n/a,18030391088977,5.624618203990131
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,1,3205620441257,n/a,n/a,n/a,0,n/a,9909462218757,3.09127746105564
milp,n/a,10,steinbrunn,26,CYCLE,1,3205620441257,n/a,n/a,n/a,29159,n/a,3728543555403,1.1631269589549253
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,1,3205620441257,2.55,2,1000000,254.0,845.0,3205620441257,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,2,8183829,n/a,n/a,n/a,0,n/a,77874825,9.515695525896252
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,2,8183829,n/a,n/a,n/a,0,n/a,8183829,1.0
milp,n/a,2,steinbrunn,26,CYCLE,2,8183829,n/a,n/a,n/a,32948,n/a,8183829,1.0
annealing_quadratic,True,n/a,steinbrunn,26,CYCLE,2,8183829,0,2,1000000,245.0,747.0,8185298,1.0001795003292469
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,3,66545487308,n/a,n/a,n/a,0,n/a,1375991481016,20
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,3,66545487308,n/a,n/a,n/a,0,n/a,66545487308,1.0
milp,n/a,2,steinbrunn,26,CYCLE,3,66545487308,n/a,n/a,n/a,27303,n/a,66545487308,1.0
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,3,66545487308,0,2,1000000,245.0,763.0,66545487308,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,4,2180260441057,n/a,n/a,n/a,0,n/a,154963293810449,20
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,4,2180260441057,n/a,n/a,n/a,0,n/a,6700081611894,3.0730647980044856
milp,n/a,100,steinbrunn,26,CYCLE,4,2180260441057,n/a,n/a,n/a,7512,n/a,2190803345926,1.00483561719071
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,4,2180260441057,2.55,2,1000000,252.0,848.0,2180260441057,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,5,4071727233,n/a,n/a,n/a,0,n/a,107028843645,20
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,5,4071727233,n/a,n/a,n/a,0,n/a,4071727233,1.0
milp,n/a,2,steinbrunn,26,CYCLE,5,4071727233,n/a,n/a,n/a,51453,n/a,4071764232,1.0000090868071172
annealing_quadratic,True,n/a,steinbrunn,26,CYCLE,5,4071727233,0,2,1000000,254.0,769.0,4071727233,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,6,985244794,n/a,n/a,n/a,0,n/a,2604552302,2.643558553022915
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,6,985244794,n/a,n/a,n/a,0,n/a,985244794,1.0
milp,n/a,2,steinbrunn,26,CYCLE,6,985244794,n/a,n/a,n/a,60041,n/a,985248369,1.000003628539853
annealing_quadratic,True,n/a,steinbrunn,26,CYCLE,6,985244794,0,2,1000000,245.0,768.0,985244794,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,7,327612310,n/a,n/a,n/a,0,n/a,4437437424,13.544782319077083
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,7,327612310,n/a,n/a,n/a,0,n/a,327612310,1.0
milp,n/a,2,steinbrunn,26,CYCLE,7,327612310,n/a,n/a,n/a,60083,n/a,364880293,1.1137563573236915
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,7,327612310,0,2,1000000,245.0,827.0,327612310,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,8,396146029,n/a,n/a,n/a,0,n/a,396146029,1.0
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,8,396146029,n/a,n/a,n/a,0,n/a,396146029,1.0
milp,n/a,2,steinbrunn,26,CYCLE,8,396146029,n/a,n/a,n/a,60003,n/a,396146029,1.0
annealing_quadratic,True,n/a,steinbrunn,26,CYCLE,8,396146029,0,2,1000000,245.0,750.0,396146029,1.0
ikkbz,n/a,n/a,steinbrunn,26,CYCLE,9,15372943,n/a,n/a,n/a,0,n/a,43965316,2.8599153720923836
dpsizelinear,n/a,n/a,steinbrunn,26,CYCLE,9,15372943,n/a,n/a,n/a,0,n/a,15372943,1.0
milp,n/a,2,steinbrunn,26,CYCLE,9,15372943,n/a,n/a,n/a,44856,n/a,15372943,1.0
annealing_quadratic,False,n/a,steinbrunn,26,CYCLE,9,15372943,0,2,1000000,255.0,776.0,15372943,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,0,4437051757,n/a,n/a,n/a,0,n/a,78110113888,17.604057416001876
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,0,4437051757,n/a,n/a,n/a,1,n/a,4437051757,1.0
milp,n/a,2,steinbrunn,30,CYCLE,0,4437051757,n/a,n/a,n/a,60016,n/a,4569036013,1.029745935641111
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,0,4437051757,0,2,1000000,251.0,1115.0,4443666265,1.001490743935895
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,1,2912255104,n/a,n/a,n/a,0,n/a,16277008491,5.589142403302318
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,1,2912255104,n/a,n/a,n/a,1,n/a,2912255104,1.0
milp,n/a,10,steinbrunn,30,CYCLE,1,2912255104,n/a,n/a,n/a,36342,n/a,2912270918,1.0000054301561625
annealing_quadratic,False,n/a,steinbrunn,30,CYCLE,1,2912255104,0,2,1000000,250.0,1036.0,2912255104,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,2,9747231843,n/a,n/a,n/a,0,n/a,66760807644,6.8492069050296
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,2,9747231843,n/a,n/a,n/a,1,n/a,9747231843,1.0
