method,num_relations,graph_type,problem,baseline_cost,optimisation_time_in_ms,cost,normalised_cost
simulated_annealing_quadratic,40,TREE,95,18424553.3282089,31683.13455581665,392269188.2927752,20
digital_annealing_legacy,40,TREE,96,4628561.345878158,6629.527044296265,4650010.81196454,1.0046342290756327
digital_annealing_quadratic,40,TREE,96,4628561.345878158,2781.7630004882812,4628668.409209626,1.0000232057457221
dpsizelinear,40,TREE,96,4628561.345878158,31291,4628561.34587816,1.0000000747269313
genetic,40,TREE,96,4628561.345878158,49471,9381065.388279835,2.026777952862636
ikkbz,40,TREE,96,4628561.345878158,1,4628561.345878158,1.0000000747269309
milp,40,TREE,96,4628561.345878158,60000,4646677.332870996,1.003914031352508
minsel,40,TREE,96,4628561.345878158,1,976900158.5883887,20
simulated_annealing_quadratic,40,TREE,96,4628561.345878158,15616.178274154663,4637245.078045447,1.001876193928404
digital_annealing_legacy,40,TREE,97,6560524.162158133,20050.309495925903,6612703.182061112,1.007953508296153
digital_annealing_quadratic,40,TREE,97,6560524.162158133,24177.829320907593,6590533.817626612,1.0045743019348168
dpsizelinear,40,TREE,97,6560524.162158133,19941,6560524.162158133,1.0000000247172534
genetic,40,TREE,97,6560524.162158133,56909,6605427.479873689,1.0068444959386915
ikkbz,40,TREE,97,6560524.162158133,1,6560524.162158136,1.0000000247172538
milp,40,TREE,97,6560524.162158133,60000,6590042.198927883,1.004499366045743
minsel,40,TREE,97,6560524.162158133,1,6561168.397934441,1.00009822354654
simulated_annealing_quadratic,40,TREE,97,6560524.162158133,57077.717304229736,6602208.283501737,1.006353803979947
digital_annealing_legacy,40,TREE,98,4698972.3855802845,46129.21532821655,5942927.760030907,1.2647293408070759
digital_annealing_quadratic,40,TREE,98,4698972.3855802845,7567.808706283569,4698972.3855802845,1.000000082056306
dpsizelinear,40,TREE,98,4698972.3855802845,3787,4705309.40928957,1.001348679943096
genetic,40,TREE,98,4698972.3855802845,28310,4970267.223149909,1.057735015903459
ikkbz,40,TREE,98,4698972.3855802845,1,4705309.40928957,1.001348679943096
milp,40,TREE,98,4698972.3855802845,60000,4710588.172721239,1.00247206680977
minsel,40,TREE,98,4698972.3855802845,1,6600634738.67577,20
simulated_annealing_quadratic,40,TREE,98,4698972.3855802845,26820.733070373535,4720595.016065961,1.0046016482043223
digital_annealing_legacy,40,TREE,99,1005952.2569610893,9576.500366210938,4961999.92810352,4.932640849765714
digital_annealing_quadratic,40,TREE,99,1005952.2569610893,7888.904945373535,1009689.9391844255,1.0037158226082612
dpsizelinear,40,TREE,99,1005952.2569610893,6565,1005952.2569610893,1.0000002554407061
genetic,40,TREE,99,1005952.2569610893,57450,40965878.20459795,20
ikkbz,40,TREE,99,1005952.2569610893,1,1005952.2569610893,1.0000002554407061
milp,40,TREE,99,1005952.2569610893,60000,1010493.5486802547,1.004514677320841
minsel,40,TREE,99,1005952.2569610893,1,1201435387.4793587,20
simulated_annealing_quadratic,40,TREE,99,1005952.2569610893,56683.741092681885,1008895.7623179697,1.0029263447142307
digital_annealing_legacy,50,TREE,0,171842.36798634595,36276.73471069336,301250.18984643783,1.7530649657617918
digital_annealing_quadratic,50,TREE,0,171842.36798634595,17354.488779067993,172448.36356946998,1.0035286109884078
dpsizelinear,50,TREE,0,171842.36798634595,n/a,n/a,20
genetic,50,TREE,0,171842.36798634595,59313,3054293214.382964,20
ikkbz,50,TREE,0,171842.36798634595,1,171842.36798634595,1.0000021414226206
milp,50,TREE,0,171842.36798634595,60000,299761.5305975092,1.7444020122991422
minsel,50,TREE,0,171842.36798634595,2,10431992.436676962,20
simulated_annealing_quadratic,50,TREE,0,171842.36798634595,49704.554319381714,182511.05055318208,1.0620863965339211
digital_annealing_legacy,50,TREE,1,530117.6733924095,42342.06198120117,10579510.085611783,19.956934196812746
digital_annealing_quadratic,50,TREE,1,530117.6733924095,17650.06907081604,594019.0262792808,1.1205432504131745
dpsizelinear,50,TREE,1,530117.6733924095,n/a,n/a,20
genetic,50,TREE,1,530117.6733924095,45402,20528120.516203746,20
ikkbz,50,TREE,1,530117.6733924095,2,530117.6733924095,1.0000012702712975
milp,50,TREE,1,530117.6733924095,60000,560032.1119663087,1.056431150041045
minsel,50,TREE,1,530117.6733924095,2,70255925.32230406,20
simulated_annealing_quadratic,50,TREE,1,530117.6733924095,54297.56760597229,972123.5957673197,1.8337906457769129
digital_annealing_legacy,50,TREE,10,61729.47817549443,40832.66404724121,64048.39334685432,1.0375738039957607
digital_annealing_quadratic,50,TREE,10,61729.47817549443,12290.838296890259,61818.98566689928,1.0014577535177838
dpsizelinear,50,TREE,10,61729.47817549443,n/a,n/a,20
genetic,50,TREE,10,61729.47817549443,59975,61924.63987429781,1.0031693349041424
ikkbz,50,TREE,10,61729.47817549443,1,61729.47817549443,1.0000077463670953
milp,50,TREE,10,61729.47817549443,60000,67433.24298862525,1.092407830818987
minsel,50,TREE,10,61729.47817549443,2,328060.6125856617,5.314529841495273
simulated_annealing_quadratic,50,TREE,10,61729.47817549443,51803.44486236572,61896.62566631143,1.0027155091822553
digital_annealing_legacy,50,TREE,11,38949283.08522621,42125.05801010132,186575711.978877,4.790221991477404
digital_annealing_quadratic,50,TREE,11,38949283.08522621,50134.87523841858,44092138.4510979,1.1320397977826164
dpsizelinear,50,TREE,11,38949283.08522621,n/a,n/a,20
genetic,50,TREE,11,38949283.08522621,53987,7393079496.582197,20
ikkbz,50,TREE,11,38949283.08522621,1,38949283.08522621,1.000000002188133
milp,50,TREE,11,38949283.08522621,60000,5658312783.554141,20
minsel,50,TREE,11,38949283.08522621,2,1698542147.8620582,20
simulated_annealing_quadratic,50,TREE,11,38949283.08522621,50711.01641654968,56484293.256598644,1.4502011052834693
digital_annealing_legacy,50,TREE,12,5845809.24692167,25613.826204299927,58868341.47318975,10.070178733720132
digital_annealing_quadratic,50,TREE,12,5845809.24692167,30838.19645500183,6999535.389088468,1.1973595765938414
dpsizelinear,50,TREE,12,5845809.24692167,n/a,n/a,20
genetic,50,TREE,12,5845809.24692167,58602,298891161911.2192,20
ikkbz,50,TREE,12,5845809.24692167,1,5845809.24692167,1.000000042239093
milp,50,TREE,12,5845809.24692167,60000,21836233799463.168,20
minsel,50,TREE,12,5845809.24692167,2,18066655808.379826,20
simulated_annealing_quadratic,50,TREE,12,5845809.24692167,50251.17230415344,9408498.168506755,1.6094433069070089
digital_annealing_legacy,50,TREE,13,8308100.459633997,59249.7410736084,8345441.098911267,1.004494541340531
digital_annealing_quadratic,50,TREE,13,8308100.459633997,43028.98750495911,8309451.976263597,1.000162729897762
dpsizelinear,50,TREE,13,8308100.459633997,n/a,n/a,20
genetic,50,TREE,13,8308100.459633997,59752,8326218.521009877,1.0021808260625025
ikkbz,50,TREE,13,8308100.459633997,1,8308100.459633997,1.0000000553235995
milp,50,TREE,13,8308100.459633997,60000,8313519.225527313,1.0006522821736994
minsel,50,TREE,13,8308100.459633997,2,8317542.737366837,1.001136570018035
simulated_annealing_quadratic,50,TREE,13,8308100.459633997,47320.89018821716,9416634.364517722,1.1334281441626513
digital_annealing_legacy,50,TREE,14,133550.61616411305,20189.499933242798,213443.9806431636,1.5982327266429324
digital_annealing_quadratic,50,TREE,14,133550.61616411305,51033.787368774414,133574.5053927121,1.0001834922704014
dpsizelinear,50,TREE,14,133550.61616411305,n/a,n/a,20
genetic,50,TREE,14,133550.61616411305,37778,1730830766.3172004,20
ikkbz,50,TREE,14,133550.61616411305,1,133550.61616411305,1.0000046137335308
milp,50,TREE,14,133550.61616411305,60000,143322.29660208654,1.0731733178741036
minsel,50,TREE,14,133550.61616411305,2,271212.790054149,2.0307958820977086
simulated_annealing_quadratic,50,TREE,14,133550.61616411305,52395.108222961426,181842.31867440295,1.361604782286806
digital_annealing_legacy,50,TREE,15,277626.0147355423,45009.22906303406,2267752.653202607,8.168372750400204
digital_annealing_quadratic,50,TREE,15,277626.0147355423,33718.16170310974,296032.6594409619,1.0663002004169706
dpsizelinear,50,TREE,15,277626.0147355423,n/a,n/a,20
genetic,50,TREE,15,277626.0147355423,56441,7693537562.632662,20
ikkbz,50,TREE,15,277626.0147355423,1,277626.0147355423,1.0000000530769535
milp,50,TREE,15,277626.0147355423,60000,286882.0106123196,1.0333398551011777
minsel,50,TREE,15,277626.0147355423,2,58369025.32296303,20
simulated_annealing_quadratic,50,TREE,15,277626.0147355423,50974.44939613342,406593.8670294058,1.4645381449482606
digital_annealing_legacy,50,TREE,16,21345327.69740264,20225.68251800537,27180880.023891266,1.2733878484921437
digital_annealing_quadratic,50,TREE,16,21345327.69740264,17645.02525138855,27747671.273970373,1.2999412599287128
dpsizelinear,50,TREE,16,21345327.69740264,n/a,n/a,20
genetic,50,TREE,16,21345327.69740264,57884,794422029.4773836,20
ikkbz,50,TREE,16,21345327.69740264,1,21345327.69740264,1.0000000326723804
milp,50,TREE,16,21345327.69740264,60000,27585836.072431188,1.29235949734718
minsel,50,TREE,16,21345327.69740264,2,28547532.636599295,1.337413694182305
simulated_annealing_quadratic,50,TREE,16,21345327.69740264,46905.03811836243,28629779.87592151,1.3412668672595884
digital_annealing_legacy,50,TREE,17,2972832.5599213797,19935.04909324646,4763551.9813285675,1.6023616475228226
digital_annealing_quadratic,50,TREE,17,2972832.5599213797,51209.2422618866,3102515.885150364,1.0436230117108414
dpsizelinear,50,TREE,17,2972832.5599213797,n/a,n/a,20
genetic,50,TREE,17,2972832.5599213797,55361,10417513474.521822,20
ikkbz,50,TREE,17,2972832.5599213797,1,2972832.5599213797,1.0000001883461225
milp,50,TREE,17,2972832.5599213797,60000,3045664.4631800316,1.0244993538753726
minsel,50,TREE,17,2972832.5599213797,2,5153886.329155585,1.7336621541868442
simulated_annealing_quadratic,50,TREE,17,2972832.5599213797,50316.38169288635,21434179.773518626,7.210020537157372
digital_annealing_legacy,50,TREE,18,4348708.272305035,6155.971658706665,4573470.076541923,1.0516847938610554
digital_annealing_quadratic,50,TREE,18,4348708.272305035,23093.42749786377,4348750.353944439,1.0000097394316747
dpsizelinear,50,TREE,18,4348708.272305035,n/a,n/a,20
genetic,50,TREE,18,4348708.272305035,58170,33236616.44257437,7.642871501736693
ikkbz,50,TREE,18,4348708.272305035,1,4348708.272305035,1.0000000626174568
milp,50,TREE,18,4348708.272305035,60000,20447699.82681971,4.702017202999077
minsel,50,TREE,18,4348708.272305035,2,108682662.35281926,20
simulated_annealing_quadratic,50,TREE,18,4348708.272305035,53853.07288169861,8247069.922988685,1.896441408112176
digital_annealing_legacy,50,TREE,19,7358846.727531081,33004.79589653015,7368135.251957085,1.0012623245488605
digital_annealing_quadratic,50,TREE,19,7358846.727531081,17547.989572525024,7409732.535597062,1.0069150156963553
dpsizelinear,50,TREE,19,7358846.727531081,n/a,n/a,20
genetic,50,TREE,19,7358846.727531081,58699,23836852.93363373,3.239210731361103
ikkbz,50,TREE,19,7358846.727531081,1,7358846.727531081,1.000000098864833
milp,50,TREE,19,7358846.727531081,60000,7909785.356073199,1.0748676295268578
minsel,50,TREE,19,7358846.727531081,2,9636682.202562211,1.3095371478846292
simulated_annealing_quadratic,50,TREE,19,7358846.727531081,54112.80632019043,7506907.49381405,1.0201202055069571
digital_annealing_legacy,50,TREE,2,7206091.381471358,58251.460121154785,7446348.391243279,1.033340876661602
digital_annealing_quadratic,50,TREE,2,7206091.381471358,41004.97727775574,7210783.741675688,1.0006512187641938
dpsizelinear,50,TREE,2,7206091.381471358,43238,7206091.381471358,1.0000000529373496
genetic,50,TREE,2,7206091.381471358,55460,208740999830.84946,20
ikkbz,50,TREE,2,7206091.381471358,1,7206091.381471358,1.0000000529373496
milp,50,TREE,2,7206091.381471358,60000,7312694.209977254,1.014793486507075
minsel,50,TREE,2,7206091.381471358,2,40277399260.74715,20
simulated_annealing_quadratic,50,TREE,2,7206091.381471358,50454.64873313904,9016142.425721874,1.251183537055232
digital_annealing_legacy,50,TREE,20,2366150.623103315,27285.291967391968,5239058.079160492,2.214169887437606
digital_annealing_quadratic,50,TREE,20,2366150.623103315,49018.692138671875,2366219.619072762,1.000029422932934
dpsizelinear,50,TREE,20,2366150.623103315,n/a,n/a,20
genetic,50,TREE,20,2366150.623103315,57324,2659839.6562370346,1.1241213178526444
ikkbz,50,TREE,20,2366150.623103315,1,2366150.623103315,1.0000002633405807
milp,50,TREE,20,2366150.623103315,60000,2366482.372027329,1.0001404695506748
minsel,50,TREE,20,2366150.623103315,2,7334063.829360528,3.0995768777805837
simulated_annealing_quadratic,50,TREE,20,2366150.623103315,47730.979681015015,2366299.717237571,1.0000632746180804
digital_annealing_legacy,50,TREE,21,43730.32867807071,16559.052438735962,56676.76032809732,1.296061292661727
digital_annealing_quadratic,50,TREE,21,43730.32867807071,31822.0918674469,44090.609966321965,1.0082462832454142
dpsizelinear,50,TREE,21,43730.32867807071,n/a,n/a,20
genetic,50,TREE,21,43730.32867807071,58122,307863240.1809763,20
ikkbz,50,TREE,21,43730.32867807071,1,43730.32867807071,1.0000075160775375
milp,50,TREE,21,43730.32867807071,60000,78258.49382847536,1.7895836686136601
minsel,50,TREE,21,43730.32867807071,2,43819.83830232182,1.0020543860581252
simulated_annealing_quadratic,50,TREE,21,43730.32867807071,38687.02173233032,78392.64157113177,1.7926513050796196
digital_annealing_legacy,50,TREE,22,947582.0444053165,16657.29979133606,42509870.589541346,20
digital_annealing_quadratic,50,TREE,22,947582.0444053165,41840.68838119507,1006212.0016859337,1.061873275015707
dpsizelinear,50,TREE,22,947582.0444053165,n/a,n/a,20
genetic,50,TREE,22,947582.0444053165,41556,191853141299638.1,20
ikkbz,50,TREE,22,947582.0444053165,1,947582.0444053165,1.0000000468617138
milp,50,TREE,22,947582.0444053165,60000,1983845.0520563852,2.09358667857387
minsel,50,TREE,22,947582.0444053165,2,626011915.6889021,20
simulated_annealing_quadratic,50,TREE,22,947582.0444053165,30876.05881690979,2438437.277693987,2.5733258733217674
digital_annealing_legacy,50,TREE,23,13058606.584457617,35351.944314956665,19811815.856945243,1.5171463061941866
digital_annealing_quadratic,50,TREE,23,13058606.584457617,51812.91672897339,13419068.797265781,1.0276034668069303
dpsizelinear,50,TREE,23,13058606.584457617,n/a,n/a,20
genetic,50,TREE,23,13058606.584457617,58334,62195721117.25388,20
ikkbz,50,TREE,23,13058606.584457617,1,13058606.584457617,1.000000044756509
milp,50,TREE,23,13058606.584457617,60000,51159760.16400024,3.917704551619081
minsel,50,TREE,23,13058606.584457617,2,3850228493.6458755,20
simulated_annealing_quadratic,50,TREE,23,13058606.584457617,37732.139587402344,33694200.55036998,2.5802295092117777
digital_annealing_legacy,50,TREE,24,8863536612.994179,46169.288972854614,8922101827.80989,1.0066074320413594
digital_annealing_quadratic,50,TREE,24,8863536612.994179,32802.18918609619,8935132370.048193,1.008077561043891
dpsizelinear,50,TREE,24,8863536612.994179,n/a,n/a,20
genetic,50,TREE,24,8863536612.994179,56752,10133288424.017826,1.1432556627902635
ikkbz,50,TREE,24,8863536612.994179,1,8863536612.994179,1.000000000112165
milp,50,TREE,24,8863536612.994179,60000,13030060437.971588,1.470074644959518
minsel,50,TREE,24,8863536612.994179,2,22022003276.29253,2.484561664299755
simulated_annealing_quadratic,50,TREE,24,8863536612.994179,58262.410163879395,44136183524.883484,4.9795228989215445
digital_annealing_legacy,50,TREE,25,1286195239468.12,27415.132511138916,1298860052406.7285,1.0098467266477886
digital_annealing_quadratic,50,TREE,25,1286195239468.12,16875.927396774292,1367999671452.8857,1.063601877440257
dpsizelinear,50,TREE,25,1286195239468.12,24117,1286195239468.12,1.0000000000000935
genetic,50,TREE,25,1286195239468.12,57709,119500118809912.2,20
ikkbz,50,TREE,25,1286195239468.12,1,1286195239468.12,1.0000000000000935
milp,50,TREE,25,1286195239468.12,n/a,n/a,20
minsel,50,TREE,25,1286195239468.12,2,3094687193648.777,2.4060788740975365
simulated_annealing_quadratic,50,TREE,25,1286195239468.12,54692.50559806824,3010874694341.8,2.3409157505412375
digital_annealing_legacy,50,TREE,26,6561255.342523124,24199.74048423767,7306827.2217113925,1.1136325629336754
digital_annealing_quadratic,50,TREE,26,6561255.342523124,28267.164922714233,6574718.5025554495,1.0020519706299251
dpsizelinear,50,TREE,26,6561255.342523124,n/a,n/a,20
genetic,50,TREE,26,6561255.342523124,56155,6605939866.401395,20
ikkbz,50,TREE,26,6561255.342523124,1,6561255.342523124,1.0000000522039036
milp,50,TREE,26,6561255.342523124,60000,6587665.311115342,1.0040251919968577
minsel,50,TREE,26,6561255.342523124,2,7660790.0996568715,1.1675799979816166
simulated_annealing_quadratic,50,TREE,26,6561255.342523124,35309.627294540405,6751651.359028031,1.0290182837015223
digital_annealing_legacy,50,TREE,27,9838.948954760077,33895.43473434448,1893927.646846257,20
digital_annealing_quadratic,50,TREE,27,9838.948954760077,5142.289808273315,9839.947660147307,1.0001979731802508
dpsizelinear,50,TREE,27,9838.948954760077,n/a,n/a,20
genetic,50,TREE,27,9838.948954760077,59444,95567421.65105258,20
ikkbz,50,TREE,27,9838.948954760077,1,9838.948954760077,1.000096458097182
milp,50,TREE,27,9838.948954760077,60000,19692.406915266958,2.0016677084028216
minsel,50,TREE,27,9838.948954760077,2,11708.347711054177,1.190114628080319
simulated_annealing_quadratic,50,TREE,27,9838.948954760077,29236.335039138794,11570.757026482392,1.176128992323886
digital_annealing_legacy,50,TREE,28,690354.1029305401,29426.15269088745,748177.6121096903,1.0837593641953118
digital_annealing_quadratic,50,TREE,28,690354.1029305401,7282.518016815186,861788.4376086177,1.248328303462597
dpsizelinear,50,TREE,28,690354.1029305401,n/a,n/a,20
genetic,50,TREE,28,690354.1029305401,57696,33736713827.00725,20
ikkbz,50,TREE,28,690354.1029305401,1,690354.1029305401,1.000000149098202
milp,50,TREE,28,690354.1029305401,60000,3978892.0319588752,5.763553237844461
minsel,50,TREE,28,690354.1029305401,2,690435.8733346628,1.0001185961617702
simulated_annealing_quadratic,50,TREE,28,690354.1029305401,56862.0982170105,1417208.9864108656,2.0528728542325614
digital_annealing_legacy,50,TREE,29,5109491.02639362,44077.013608932495,5229643.343910401,1.0235155211958296
digital_annealing_quadratic,50,TREE,29,5109491.02639362,12383.257215499878,5109964.263233844,1.000092624340437
dpsizelinear,50,TREE,29,5109491.02639362,n/a,n/a,20
genetic,50,TREE,29,5109491.02639362,54402,5124356.3988953,1.002909369816935
ikkbz,50,TREE,29,5109491.02639362,1,5109491.02639362,1.0000000051656066
milp,50,TREE,29,5109491.02639362,60000,5201386.173209341,1.017985191325191
minsel,50,TREE,29,5109491.02639362,2,7145972.893215219,1.3985684470752995
simulated_annealing_quadratic,50,TREE,29,5109491.02639362,56321.41590118408,5159575.496765586,1.0098022477709787
digital_annealing_legacy,50,TREE,3,4698403.445739357,41192.75241851807,29010311.231089406,6.174504662773586
digital_annealing_quadratic,50,TREE,3,4698403.445739357,29009.199083328247,4799200.92883466,1.0214536575161093
dpsizelinear,50,TREE,3,4698403.445739357,n/a,n/a,20
genetic,50,TREE,3,4698403.445739357,56524,1322341597.9261212,20
ikkbz,50,TREE,3,4698403.445739357,1,4698403.445739357,1.0000000948703969
milp,50,TREE,3,4698403.445739357,60000,5322863.746953336,1.1329091495457788
minsel,50,TREE,3,4698403.445739357,2,602564193.1160946,20
simulated_annealing_quadratic,50,TREE,3,4698403.445739357,54698.7566947937,13026320.274237676,2.772499565115567
digital_annealing_legacy,50,TREE,30,9556141.697999377,41250.66696739197,10795274.697147576,1.1296688377816502
digital_annealing_quadratic,50,TREE,30,9556141.697999377,58924.59098625183,9839798.755397948,1.0296832953174244
dpsizelinear,50,TREE,30,9556141.697999377,n/a,n/a,20
genetic,50,TREE,30,9556141.697999377,59713,104557665.97276111,10.94141097047031
ikkbz,50,TREE,30,9556141.697999377,1,9556141.697999377,1.0000000730419714
milp,50,TREE,30,9556141.697999377,60000,9817233.558330558,1.027321965878335
minsel,50,TREE,30,9556141.697999377,2,11021789.411029562,1.1533724137211414
simulated_annealing_quadratic,50,TREE,30,9556141.697999377,55062.591552734375,10465776.201282267,1.0951885495706128
digital_annealing_legacy,50,TREE,31,1181211.1583849771,52384.358488082886,1670863.7971617796,1.4145345727069758
digital_annealing_quadratic,50,TREE,31,1181211.1583849771,34106.89404296875,1578290.8334508226,1.336163338684471
dpsizelinear,50,TREE,31,1181211.1583849771,n/a,n/a,20
genetic,50,TREE,31,1181211.1583849771,52756,231720158541.79886,20
ikkbz,50,TREE,31,1181211.1583849771,1,1181211.1583849771,1.0000001340869473
milp,50,TREE,31,1181211.1583849771,60000,1166789383.3116925,20
minsel,50,TREE,31,1181211.1583849771,2,57269444.71235201,20
simulated_annealing_quadratic,50,TREE,31,1181211.1583849771,55716.9144153595,3104417.557800752,2.6281651269762576
digital_annealing_legacy,50,TREE,32,9197939.751870897,51271.32162475586,9519748.83564214,1.0349871678472906
digital_annealing_quadratic,50,TREE,32,9197939.751870897,38661.50023841858,9256306.934652362,1.006345762311792
dpsizelinear,50,TREE,32,9197939.751870897,59410,9197939.751870897,1.0000000817434098
genetic,50,TREE,32,9197939.751870897,58216,6369430570.170289,20
ikkbz,50,TREE,32,9197939.751870897,1,9197939.751870897,1.0000000817434098
milp,50,TREE,32,9197939.751870897,60000,412336109976341.2,20
minsel,50,TREE,32,9197939.751870897,2,9266464.261932475,1.0074500670131075
simulated_annealing_quadratic,50,TREE,32,9197939.751870897,28013.813972473145,10154943.781843241,1.1040455673649543
digital_annealing_legacy,50,TREE,33,369162.4082985369,16753.17791748047,9111958.821390921,20
digital_annealing_quadratic,50,TREE,33,369162.4082985369,26673.670484542847,369162.4082985369,1.0000011060145326
dpsizelinear,50,TREE,33,369162.4082985369,11667,2383063.087886573,6.455331501851688
genetic,50,TREE,33,369162.4082985369,55987,40385698656.86883,20
ikkbz,50,TREE,33,369162.4082985369,2,2383063.087886573,6.455331501851688
milp,50,TREE,33,369162.4082985369,60000,492226.95878630143,1.3333630189085048
minsel,50,TREE,33,369162.4082985369,2,7222988764708.535,20
simulated_annealing_quadratic,50,TREE,33,369162.4082985369,56918.11990737915,4140212.5610022238,11.215164510437758
digital_annealing_legacy,50,TREE,34,6438377.036718602,54033.362564086914,10801948.572867896,1.6777440297248665
digital_annealing_quadratic,50,TREE,34,6438377.036718602,25416.54762840271,6553542.984034825,1.0178874247399345
dpsizelinear,50,TREE,34,6438377.036718602,n/a,n/a,20
genetic,50,TREE,34,6438377.036718602,51352,4159092385.119749,20
ikkbz,50,TREE,34,6438377.036718602,1,6438377.036718602,1.0000000057030836
milp,50,TREE,34,6438377.036718602,60000,6494787.941235142,1.0087616710290717
minsel,50,TREE,34,6438377.036718602,2,7701992784.509719,20
simulated_annealing_quadratic,50,TREE,34,6438377.036718602,28870.326280593872,8860243.692055933,1.3761610561257804
digital_annealing_legacy,50,TREE,35,903200.8763686579,53096.6417427063,1018653.3146022547,1.1278269647943475
digital_annealing_quadratic,50,TREE,35,903200.8763686579,42954.68893623352,918626.0389360237,1.0170793168025063
dpsizelinear,50,TREE,35,903200.8763686579,n/a,n/a,20
genetic,50,TREE,35,903200.8763686579,58696,39681985.483338155,20
ikkbz,50,TREE,35,903200.8763686579,1,903200.8763686579,1.0000009702930226
milp,50,TREE,35,903200.8763686579,60000,912981.4571070815,1.0108297797908343
minsel,50,TREE,35,903200.8763686579,2,7603399.09083305,8.418289515979906
simulated_annealing_quadratic,50,TREE,35,903200.8763686579,28036.715030670166,955795.0611774503,1.0582319100724649
digital_annealing_legacy,50,TREE,36,6465279.999606813,6413.5412521362305,7516125.703930706,1.1625369460360033
digital_annealing_quadratic,50,TREE,36,6465279.999606813,41680.48156166077,7526859.338909915,1.1641971427543831
dpsizelinear,50,TREE,36,6465279.999606813,n/a,n/a,20
genetic,50,TREE,36,6465279.999606813,59981,199795644676.73892,20
ikkbz,50,TREE,36,6465279.999606813,1,6465279.999606813,1.000000154611551
milp,50,TREE,36,6465279.999606813,60000,12866401543579.682,20
minsel,50,TREE,36,6465279.999606813,2,9494596.964416146,1.4685517770255772
simulated_annealing_quadratic,50,TREE,36,6465279.999606813,36587.1307849884,7666767.723320322,1.1858371035991366
digital_annealing_legacy,50,TREE,37,144691.5839070351,16212.497646331787,178523.1857702349,1.233823705484342
digital_annealing_quadratic,50,TREE,37,144691.5839070351,45901.21371269226,144990.5861198472,1.0020705235283964
dpsizelinear,50,TREE,37,144691.5839070351,n/a,n/a,20
genetic,50,TREE,37,144691.5839070351,55382,150486959.51351961,20
ikkbz,50,TREE,37,144691.5839070351,1,144691.5839070351,1.000004035544955
milp,50,TREE,37,144691.5839070351,60000,464144.07877933857,3.207829642336694
minsel,50,TREE,37,144691.5839070351,2,121431287.25127542,20
simulated_annealing_quadratic,50,TREE,37,144691.5839070351,50654.701232910156,147111.74478200602,1.0167304447547256
digital_annealing_legacy,50,TREE,38,6694320.917824448,47116.072078704834,6886905.967679994,1.0287685631520445
digital_annealing_quadratic,50,TREE,38,6694320.917824448,29542.83688735962,6882215.5639369115,1.0280679089044014
dpsizelinear,50,TREE,38,6694320.917824448,56759,6694320.917824448,1.0000001371049558
genetic,50,TREE,38,6694320.917824448,59248,53931826052.96379,20
ikkbz,50,TREE,38,6694320.917824448,1,6694320.917824449,1.000000137104956
milp,50,TREE,38,6694320.917824448,60000,19753228.608206503,2.9507446026193107
minsel,50,TREE,38,6694320.917824448,2,6920647.036448067,1.033808816496383
simulated_annealing_quadratic,50,TREE,38,6694320.917824448,27548.84934425354,6887652.293131398,1.028880049524283
digital_annealing_legacy,50,TREE,39,4149390.9457705896,5824.588747024536,4494755.291263724,1.0832327863285263
digital_annealing_quadratic,50,TREE,39,4149390.9457705896,10659.49509048462,4275927.799760746,1.0304955185607392
dpsizelinear,50,TREE,39,4149390.9457705896,n/a,n/a,20
genetic,50,TREE,39,4149390.9457705896,42458,423819701791.8633,20
ikkbz,50,TREE,39,4149390.9457705896,2,4149390.9457705896,1.0000002279300306
milp,50,TREE,39,4149390.9457705896,60000,4766264.433877012,1.1486662940521406
minsel,50,TREE,39,4149390.9457705896,2,4804658080.244591,20
simulated_annealing_quadratic,50,TREE,39,4149390.9457705896,27856.08696937561,4281669.971010167,1.031879377694111
digital_annealing_legacy,50,TREE,4,6967399.1431193175,49862.90688896179,6970435.894463301,1.000435872046843
digital_annealing_quadratic,50,TREE,4,6967399.1431193175,51053.68637084961,6968960.082575742,1.0002240552860173
dpsizelinear,50,TREE,4,6967399.1431193175,53111,6967399.1431193175,1.0000000205412833
genetic,50,TREE,4,6967399.1431193175,58226,37622541001.44825,20
ikkbz,50,TREE,4,6967399.1431193175,1,6967399.1431193175,1.0000000205412833
milp,50,TREE,4,6967399.1431193175,60000,6995474.389995516,1.0040295367030818
minsel,50,TREE,4,6967399.1431193175,2,6970117.519615017,1.0003901771112889
simulated_annealing_quadratic,50,TREE,4,6967399.1431193175,55056.52046203613,7011074.658680307,1.0062685743532567
digital_annealing_legacy,50,TREE,40,57187.73456707087,28480.53975868225,4783956.308705265,20
digital_annealing_quadratic,50,TREE,40,57187.73456707087,16398.48468399048,57189.665987250766,1.0000466187638932
dpsizelinear,50,TREE,40,57187.73456707087,n/a,n/a,20
genetic,50,TREE,40,57187.73456707087,54984,440369456.55183476,20
ikkbz,50,TREE,40,57187.73456707087,1,57187.73456707087,1.0000128450009769
milp,50,TREE,40,57187.73456707087,60000,71302.52900810225,1.2468310806320013
minsel,50,TREE,40,57187.73456707087,2,9277465.273285722,20
simulated_annealing_quadratic,50,TREE,40,57187.73456707087,32970.298767089844,58051.21422196367,1.0151120748065763
digital_annealing_legacy,50,TREE,41,37364.145012473215,6126.1462688446045,48000.76582827122,1.2846795265033515
digital_annealing_quadratic,50,TREE,41,37364.145012473215,14828.964408874512,37366.68790307308,1.0000719383115586
